6320587,90,10.37,-0.0
6320838,90,10.2,-0.0
6321089,90,10.2,-0.0
6321340,90,10.2,-0.0
6321591,90,10.2,-0.0
6321842,90,10.2,-0.0
6322093,90,10.2,-0.0
6322344,90,10.2,-0.0
6322595,90,10.21,-0.0
6322846,90,10.2,-0.0
6323097,90,10.2,-0.0
6323348,90,10.2,-0.0
6323599,90,10.2,-0.0
6323850,90,10.2,-0.0
6324101,90,10.2,-0.0
6324352,90,10.2,-0.0
6324603,90,10.2,-0.0
6324854,90,10.2,-0.0
6325105,90,10.2,-0.0
6325356,90,10.2,-0.0
6325607,90,10.2,-0.0
6325858,90,10.2,-0.0
6326109,90,10.2,-0.0
6326360,90,10.2,-0.0
6326611,90,10.2,-0.0
6326862,90,10.2,-0.0
6327113,90,10.2,-0.0
6327364,90,10.2,-0.0
6327615,90,10.2,-0.0
6327866,90,10.2,-0.0
6328117,90,10.2,-0.0
6328368,90,10.2,-0.0
6328619,90,10.2,-0.0
6328870,90,10.19,-0.0
6329121,90,10.2,-0.0
6329372,90,10.2,-0.0
6329623,90,10.2,-0.0
6329874,90,10.2,-0.0
6330125,90,10.2,-0.0
6330376,90,10.2,-0.0
6330627,90,10.2,-0.0
6330878,90,10.21,-0.0
6331129,90,10.2,-0.0
6331380,90,10.2,-0.0
6331631,90,10.2,-0.0
6331882,90,10.2,-0.0
6332133,90,10.21,-0.0
6332384,90,10.2,-0.0
6332635,90,10.2,-0.0
6332886,90,10.2,-0.0
6333137,90,10.2,-0.0
6333388,90,10.2,-0.0
6333639,90,10.2,-0.0
6333890,90,10.2,-0.0
6334141,90,10.2,-0.0
6334392,90,10.2,-0.0
6334643,90,10.2,-0.0
6334894,90,10.2,-0.0
6335145,90,10.2,-0.0
6335396,90,10.19,-0.0
6335647,90,10.19,-0.0
6335898,90,10.2,-0.0
6336149,90,10.2,-0.0
6336400,90,10.2,-0.0
6336651,90,10.2,-0.0
6336902,90,10.2,-0.0
6337153,90,10.2,-0.0
6337404,90,10.2,-0.0
6337655,90,10.2,-0.0
6337906,90,10.2,-0.0
6338157,90,10.2,-0.0
6338408,90,10.2,-0.0
6338659,90,10.2,-0.0
6338910,90,10.2,-0.0
6339161,90,10.2,-0.0
6339412,90,10.2,-0.0
6339663,90,10.2,-0.0
6339914,90,10.2,-0.0
6340165,90,10.2,-0.0
6340416,90,10.2,-0.0
6340667,90,10.2,-0.0
6340918,90,10.2,-0.0
6341169,90,10.2,-0.0
6341420,90,10.2,-0.0
6341671,90,10.2,-0.0
6341922,90,10.2,-0.0
6342173,90,10.19,-0.0
6342424,90,10.2,-0.0
6342675,90,10.2,-0.0
6342926,90,10.2,-0.0
6343177,90,10.2,-0.0
6343428,90,10.19,-0.0
6343679,90,10.2,-0.0
6343930,90,10.19,-0.0
6344181,90,10.2,-0.0
6344432,90,10.19,-0.0
6344683,90,10.2,-0.0
6344934,90,10.2,-0.0
6345185,90,10.2,-0.0
6345436,90,10.2,-0.0
6345687,90,10.2,-0.0
6345938,90,10.19,-0.0
6346189,90,10.2,-0.0
6346440,90,10.2,-0.0
6346691,90,10.2,-0.0
6346942,90,10.2,-0.0
6347193,90,10.2,-0.0
6347444,90,10.2,-0.0
6347695,90,10.2,-0.0
6347946,90,10.2,-0.0
6348197,90,10.2,-0.0
6348448,90,10.2,-0.0
6348699,90,10.2,-0.0
6348950,90,10.2,-0.0
6349201,90,10.2,-0.0
6349452,90,10.2,-0.0
6349703,90,10.2,-0.0
6349954,90,10.2,-0.0
6350205,90,10.2,-0.0
6350456,90,10.2,-0.0
6350707,91,10.16,-0.0
6350958,91,10.16,-0.0
6351209,91,10.16,-0.0
6351460,91,10.17,-0.0
6351711,91,10.16,-0.0
6351962,91,10.16,-0.0
6352213,91,10.16,-0.0
6352464,91,10.16,-0.0
6352715,91,10.16,-0.0
6352966,91,10.17,-0.0
6353217,91,10.17,-0.0
6353468,91,10.16,-0.0
6353719,91,10.16,-0.0
6353970,91,10.16,-0.0
6354221,91,10.16,-0.0
6354472,91,10.16,-0.0
6354723,91,10.16,-0.0
6354974,91,10.16,-0.0
6355225,91,10.16,-0.0
6355476,91,10.16,-0.0
6355727,91,10.16,-0.0
6355978,91,10.16,-0.0
6356229,91,10.16,-0.0
6356480,91,10.17,-0.0
6356731,91,10.17,-0.0
6356982,91,10.16,-0.0
6357233,91,10.16,-0.0
6357484,91,10.16,-0.0
6357735,91,10.16,-0.0
6357986,91,10.17,-0.0
6358237,91,10.16,-0.0
6358488,91,10.16,-0.0
6358739,91,10.16,-0.0
6358990,91,10.17,-0.0
6359241,91,10.16,-0.0
6359492,91,10.16,-0.0
6359743,91,10.16,-0.0
6359994,91,10.16,-0.0
6360245,91,10.17,-0.0
6360496,91,10.16,-0.0
6360747,91,10.16,-0.0
6360998,91,10.16,-0.0
6361249,91,10.17,-0.0
6361500,91,10.16,-0.0
6361751,91,10.16,-0.0
6362002,91,10.16,-0.0
6362253,91,10.16,-0.0
6362504,91,10.16,-0.0
6362755,91,10.16,-0.0
6363006,91,10.16,-0.0
6363257,91,10.17,-0.0
6363508,91,10.16,-0.0
6363759,91,10.17,-0.0
6364010,91,10.16,-0.0
6364261,91,10.17,-0.0
6364512,91,10.16,-0.0
6364763,91,10.17,-0.0
6365014,91,10.16,-0.0
6365265,91,10.16,-0.0
6365516,91,10.16,-0.0
6365767,91,10.17,-0.0
6366018,91,10.17,-0.0
6366269,91,10.16,-0.0
6366520,91,10.16,-0.0
6366771,91,10.16,-0.0
6367022,91,10.17,-0.0
6367273,91,10.16,-0.0
6367524,91,10.16,-0.0
6367775,91,10.16,-0.0
6368026,91,10.17,-0.0
6368277,91,10.16,-0.0
6368528,91,10.16,-0.0
6368779,91,10.16,-0.0
6369030,91,10.16,-0.0
6369281,91,10.16,-0.0
6369532,91,10.16,-0.0
6369783,91,10.16,-0.0
6370034,91,10.16,-0.0
6370285,91,10.16,-0.0
6370536,91,10.16,-0.0
6370787,91,10.17,-0.0
6371038,91,10.16,-0.0
6371289,91,10.16,-0.0
6371540,91,10.16,-0.0
6371791,91,10.16,-0.0
6372042,91,10.16,-0.0
6372293,91,10.17,-0.0
6372544,91,10.16,-0.0
6372795,91,10.16,-0.0
6373046,91,10.16,-0.0
6373297,91,10.17,-0.0
6373548,91,10.17,-0.0
6373799,91,10.17,-0.0
6374050,91,10.16,-0.0
6374301,91,10.16,-0.0
6374552,91,10.16,-0.0
6374803,91,10.16,-0.0
6375054,91,10.16,-0.0
6375305,91,10.16,-0.0
6375556,91,10.17,-0.0
6375807,91,10.16,-0.0
6376058,91,10.17,-0.0
6376309,91,10.17,-0.0
6376560,91,10.16,-0.0
6376811,91,10.17,-0.0
6377062,91,10.16,-0.0
6377313,91,10.16,-0.0
6377564,91,10.17,-0.0
6377815,91,10.16,-0.0
6378066,91,10.17,-0.0
6378317,91,10.16,-0.0
6378568,91,10.16,-0.0
6378819,91,10.16,-0.0
6379070,91,10.16,-0.0
6379321,91,10.16,-0.0
6379572,91,10.16,-0.0
6379823,91,10.16,-0.0
6380074,91,10.16,-0.0
6380325,91,10.17,-0.0
6380576,91,10.16,-0.0
6380827,92,10.13,-0.0
6381078,92,10.13,-0.0
6381329,92,10.13,-0.0
6381580,92,10.12,-0.0
6381831,92,10.13,-0.0
6382082,92,10.13,-0.0
6382333,92,10.13,-0.0
6382584,92,10.13,-0.0
6382835,92,10.13,-0.0
6383086,92,10.13,-0.0
6383337,92,10.13,-0.0
6383588,92,10.13,-0.0
6383839,92,10.13,-0.0
6384090,92,10.13,-0.0
6384341,92,10.13,-0.0
6384592,92,10.13,-0.0
6384843,92,10.13,-0.0
6385094,92,10.12,-0.0
6385345,92,10.12,-0.0
6385596,92,10.14,-0.0
6385847,92,10.12,-0.0
6386098,92,10.12,-0.0
6386349,92,10.13,-0.0
6386600,92,10.12,-0.0
6386851,92,10.13,-0.0
6387102,92,10.12,-0.0
6387353,92,10.13,-0.0
6387604,92,10.13,-0.0
6387855,92,10.12,-0.0
6388106,92,10.13,-0.0
6388357,92,10.12,-0.0
6388608,92,10.13,-0.0
6388859,92,10.12,-0.0
6389110,92,10.13,-0.0
6389361,92,10.12,-0.0
6389612,92,10.13,-0.0
6389863,92,10.13,-0.0
6390114,92,10.13,-0.0
6390365,92,10.13,-0.0
6390616,92,10.13,-0.0
6390867,92,10.13,-0.0
6391118,92,10.13,-0.0
6391369,92,10.12,-0.0
6391620,92,10.13,-0.0
6391871,92,10.13,-0.0
6392122,92,10.13,-0.0
6392373,92,10.13,-0.0
6392624,92,10.13,-0.0
6392875,92,10.13,-0.0
6393126,92,10.13,-0.0
6393377,92,10.12,-0.0
6393628,92,10.13,-0.0
6393879,92,10.13,-0.0
6394130,92,10.13,-0.0
6394381,92,10.13,-0.0
6394632,92,10.12,-0.0
6394883,92,10.12,-0.0
6395134,92,10.12,-0.0
6395385,92,10.13,-0.0
6395636,92,10.12,-0.0
6395887,92,10.12,-0.0
6396138,92,10.13,-0.0
6396389,92,10.13,-0.0
6396640,92,10.13,-0.0
6396891,92,10.13,-0.0
6397142,92,10.13,-0.0
6397393,92,10.13,-0.0
6397644,92,10.13,-0.0
6397895,92,10.13,-0.0
6398146,92,10.12,-0.0
6398397,92,10.13,-0.0
6398648,92,10.13,-0.0
6398899,92,10.12,-0.0
6399150,92,10.13,-0.0
6399401,92,10.12,-0.0
6399652,92,10.13,-0.0
6399903,92,10.13,-0.0
6400154,92,10.13,-0.0
6400405,92,10.13,-0.0
6400656,92,10.13,-0.0
6400907,92,10.13,-0.0
6401158,92,10.12,-0.0
6401409,92,10.13,-0.0
6401660,92,10.13,-0.0
6401911,92,10.12,-0.0
6402162,92,10.12,-0.0
6402413,92,10.12,-0.0
6402664,92,10.13,-0.0
6402915,92,10.13,-0.0
6403166,92,10.13,-0.0
6403417,92,10.12,-0.0
6403668,92,10.13,-0.0
6403919,92,10.12,-0.0
6404170,92,10.13,-0.0
6404421,92,10.13,-0.0
6404672,92,10.13,-0.0
6404923,92,10.13,-0.0
6405174,92,10.12,-0.0
6405425,92,10.13,-0.0
6405676,92,10.12,-0.0
6405927,92,10.13,-0.0
6406178,92,10.13,-0.0
6406429,92,10.13,-0.0
6406680,92,10.12,-0.0
6406931,92,10.13,-0.0
6407182,92,10.12,-0.0
6407433,92,10.12,-0.0
6407684,92,10.12,-0.0
6407935,92,10.13,-0.0
6408186,92,10.13,-0.0
6408437,92,10.13,-0.0
6408688,92,10.12,-0.0
6408939,92,10.13,-0.0
6409190,92,10.13,-0.0
6409441,92,10.12,-0.0
6409692,92,10.13,-0.0
6409943,92,10.13,-0.0
6410194,92,10.13,-0.0
6410445,92,10.13,-0.0
6410696,92,10.12,-0.0
6410947,93,10.1,-0.0
6411198,93,10.09,-0.0
6411449,93,10.09,-0.0
6411700,93,10.09,-0.0
6411951,93,10.1,-0.0
6412202,93,10.1,-0.0
6412453,93,10.09,-0.0
6412704,93,10.09,-0.0
6412955,93,10.09,-0.0
6413206,93,10.09,-0.0
6413457,93,10.09,-0.0
6413708,93,10.09,-0.0
6413959,93,10.09,-0.0
6414210,93,10.1,-0.0
6414461,93,10.09,-0.0
6414712,93,10.09,-0.0
6414963,93,10.09,-0.0
6415214,93,10.09,-0.0
6415465,93,10.09,-0.0
6415716,93,10.09,-0.0
6415967,93,10.09,-0.0
6416218,93,10.1,-0.0
6416469,93,10.09,-0.0
6416720,93,10.09,-0.0
6416971,93,10.09,-0.0
6417222,93,10.09,-0.0
6417473,93,10.1,-0.0
6417724,93,10.09,-0.0
6417975,93,10.09,-0.0
6418226,93,10.09,-0.0
6418477,93,10.09,-0.0
6418728,93,10.09,-0.0
6418979,93,10.09,-0.0
6419230,93,10.09,-0.0
6419481,93,10.09,-0.0
6419732,93,10.1,-0.0
6419983,93,10.09,-0.0
6420234,93,10.09,-0.0
6420485,93,10.09,-0.0
6420736,93,10.09,-0.0
6420987,93,10.09,-0.0
6421238,93,10.09,-0.0
6421489,93,10.09,-0.0
6421740,93,10.09,-0.0
6421991,93,10.1,-0.0
6422242,93,10.09,-0.0
6422493,93,10.1,-0.0
6422744,93,10.09,-0.0
6422995,93,10.09,-0.0
6423246,93,10.09,-0.0
6423497,93,10.09,-0.0
6423748,93,10.09,-0.0
6423999,93,10.09,-0.0
6424250,93,10.1,-0.0
6424501,93,10.09,-0.0
6424752,93,10.09,-0.0
6425003,93,10.09,-0.0
6425254,93,10.09,-0.0
6425505,93,10.09,-0.0
6425756,93,10.09,-0.0
6426007,93,10.09,-0.0
6426258,93,10.1,-0.0
6426509,93,10.09,-0.0
6426760,93,10.09,-0.0
6427011,93,10.09,-0.0
6427262,93,10.09,-0.0
6427513,93,10.1,-0.0
6427764,93,10.09,-0.0
6428015,93,10.1,-0.0
6428266,93,10.09,-0.0
6428517,93,10.09,-0.0
6428768,93,10.09,-0.0
6429019,93,10.09,-0.0
6429270,93,10.09,-0.0
6429521,93,10.09,-0.0
6429772,93,10.09,-0.0
6430023,93,10.09,-0.0
6430274,93,10.1,-0.0
6430525,93,10.09,-0.0
6430776,93,10.09,-0.0
6431027,93,10.09,-0.0
6431278,93,10.09,-0.0
6431529,93,10.09,-0.0
6431780,93,10.09,-0.0
6432031,93,10.1,-0.0
6432282,93,10.09,-0.0
6432533,93,10.09,-0.0
6432784,93,10.09,-0.0
6433035,93,10.09,-0.0
6433286,93,10.09,-0.0
6433537,93,10.09,-0.0
6433788,93,10.1,-0.0
6434039,93,10.09,-0.0
6434290,93,10.09,-0.0
6434541,93,10.09,-0.0
6434792,93,10.09,-0.0
6435043,93,10.09,-0.0
6435294,93,10.09,-0.0
6435545,93,10.09,-0.0
6435796,93,10.1,-0.0
6436047,93,10.09,-0.0
6436298,93,10.09,-0.0
6436549,93,10.09,-0.0
6436800,93,10.09,-0.0
6437051,93,10.09,-0.0
6437302,93,10.09,-0.0
6437553,93,10.09,-0.0
6437804,93,10.09,-0.0
6438055,93,10.1,-0.0
6438306,93,10.09,-0.0
6438557,93,10.09,-0.0
6438808,93,10.1,-0.0
6439059,93,10.09,-0.0
6439310,93,10.1,-0.0
6439561,93,10.09,-0.0
6439812,93,10.09,-0.0
6440063,93,10.09,-0.0
6440314,93,10.09,-0.0
6440565,93,10.09,-0.0
6440816,93,10.09,-0.0
6441067,94,10.06,-0.0
6441318,94,10.06,-0.0
6441569,94,10.05,-0.0
6441820,94,10.06,-0.0
6442071,94,10.06,-0.0
6442322,94,10.05,-0.0
6442573,94,10.06,-0.0
6442824,94,10.06,-0.0
6443075,94,10.06,-0.0
6443326,94,10.06,-0.0
6443577,94,10.06,-0.0
6443828,94,10.06,-0.0
6444079,94,10.07,-0.0
6444330,94,10.06,-0.0
6444581,94,10.06,-0.0
6444832,94,10.06,-0.0
6445083,94,10.06,-0.0
6445334,94,10.06,-0.0
6445585,94,10.06,-0.0
6445836,94,10.05,-0.0
6446087,94,10.06,-0.0
6446338,94,10.06,-0.0
6446589,94,10.06,-0.0
6446840,94,10.06,-0.0
6447091,94,10.06,-0.0
6447342,94,10.06,-0.0
6447593,94,10.06,-0.0
6447844,94,10.06,-0.0
6448095,94,10.06,-0.0
6448346,94,10.05,-0.0
6448597,94,10.05,-0.0
6448848,94,10.05,-0.0
6449099,94,10.05,-0.0
6449350,94,10.06,-0.0
6449601,94,10.06,-0.0
6449852,94,10.06,-0.0
6450103,94,10.06,-0.0
6450354,94,10.06,-0.0
6450605,94,10.05,-0.0
6450856,94,10.06,-0.0
6451107,94,10.05,-0.0
6451358,94,10.06,-0.0
6451609,94,10.05,-0.0
6451860,94,10.05,-0.0
6452111,94,10.06,-0.0
6452362,94,10.06,-0.0
6452613,94,10.06,-0.0
6452864,94,10.05,-0.0
6453115,94,10.06,-0.0
6453366,94,10.05,-0.0
6453617,94,10.06,-0.0
6453868,94,10.05,-0.0
6454119,94,10.06,-0.0
6454370,94,10.06,-0.0
6454621,94,10.05,-0.0
6454872,94,10.06,-0.0
6455123,94,10.06,-0.0
6455374,94,10.06,-0.0
6455625,94,10.06,-0.0
6455876,94,10.05,-0.0
6456127,94,10.06,-0.0
6456378,94,10.06,-0.0
6456629,94,10.06,-0.0
6456880,94,10.05,-0.0
6457131,94,10.06,-0.0
6457382,94,10.06,-0.0
6457633,94,10.06,-0.0
6457884,94,10.06,-0.0
6458135,94,10.06,-0.0
6458386,94,10.06,-0.0
6458637,94,10.06,-0.0
6458888,94,10.06,-0.0
6459139,94,10.05,-0.0
6459390,94,10.06,-0.0
6459641,94,10.06,-0.0
6459892,94,10.06,-0.0
6460143,94,10.06,-0.0
6460394,94,10.06,-0.0
6460645,94,10.06,-0.0
6460896,94,10.06,-0.0
6461147,94,10.06,-0.0
6461398,94,10.06,-0.0
6461649,94,10.05,-0.0
6461900,94,10.06,-0.0
6462151,94,10.06,-0.0
6462402,94,10.05,-0.0
6462653,94,10.06,-0.0
6462904,94,10.06,-0.0
6463155,94,10.06,-0.0
6463406,94,10.05,-0.0
6463657,94,10.06,-0.0
6463908,94,10.06,-0.0
6464159,94,10.06,-0.0
6464410,94,10.06,-0.0
6464661,94,10.06,-0.0
6464912,94,10.06,-0.0
6465163,94,10.06,-0.0
6465414,94,10.06,-0.0
6465665,94,10.06,-0.0
6465916,94,10.06,-0.0
6466167,94,10.06,-0.0
6466418,94,10.06,-0.0
6466669,94,10.06,-0.0
6466920,94,10.05,-0.0
6467171,94,10.06,-0.0
6467422,94,10.06,-0.0
6467673,94,10.06,-0.0
6467924,94,10.06,-0.0
6468175,94,10.06,-0.0
6468426,94,10.05,-0.0
6468677,94,10.06,-0.0
6468928,94,10.06,-0.0
6469179,94,10.06,-0.0
6469430,94,10.06,-0.0
6469681,94,10.06,-0.0
6469932,94,10.05,-0.0
6470183,94,10.06,-0.0
6470434,94,10.06,-0.0
6470685,94,10.06,-0.0
6470936,95,10.04,-0.0
6471187,95,10.02,-0.0
6471438,95,10.02,-0.0
6471689,95,10.02,-0.0
6471940,95,10.02,-0.0
6472191,95,10.02,-0.0
6472442,95,10.02,-0.0
6472693,95,10.02,-0.0
6472944,95,10.02,-0.0
6473195,95,10.02,-0.0
6473446,95,10.02,-0.0
6473697,95,10.02,-0.0
6473948,95,10.02,-0.0
6474199,95,10.02,-0.0
6474450,95,10.02,-0.0
6474701,95,10.02,-0.0
6474952,95,10.02,-0.0
6475203,95,10.02,-0.0
6475454,95,10.02,-0.0
6475705,95,10.02,-0.0
6475956,95,10.02,-0.0
6476207,95,10.02,-0.0
6476458,95,10.02,-0.0
6476709,95,10.02,-0.0
6476960,95,10.02,-0.0
6477211,95,10.02,-0.0
6477462,95,10.02,-0.0
6477713,95,10.02,-0.0
6477964,95,10.02,-0.0
